marker_id	majority_annotation	majority_count	total_proteins
OG3769	Ribonuclease III domain [PFAM:Ribonuclease III domain]	43	60
OG37758	Protein of unknown function DUF5762 [PFAM:Family of unknown function (DUF5762)]	3	3
OG3781	Thioredoxin domain [PFAM:Thioredoxin]	10	17
OG379	NUDIX hydrolase domain [PFAM:NUDIX domain]	31	41
OG37996	BRCT domain [PFAM:BRCA1 C Terminus (BRCT) domain;Helix-hairpin-helix domain;NAD-dependent DNA ligase OB-fold domain;NAD-dependent DNA ligase adenylation domain]	3	5
OG37997	S-adenosyl-L-methionine-dependent methyltransferase superfamily	5	5
OG37998	DNA-directed DNA polymerase, family B [PFAM:DNA polymerase family B;DNA polymerase family B, exonuclease domain]	4	5
OG37999	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	5	5
OG381	DNA topoisomerase I [PFAM:C-terminal topoisomerase domain;Eukaryotic DNA topoisomerase I, DNA binding fragment;Eukaryotic DNA topoisomerase I, catalytic core]	1	1
OG3819	Nucleotide-diphospho-sugar transferases	8	43
OG3820	Protein of unknown function DUF5661 [PFAM:Protein of unknown function (DUF5661)]	5	5
OG3842	Kinesin motor domain [PFAM:Kinesin motor domain]	27	37
OG3848	Replication origin-binding protein [PFAM:Origin of replication binding protein]	15	19
OG385	UV-endonuclease UvdE [PFAM:UV-endonuclease UvdE]	5	5
OG387	consensus disorder prediction	51	59
OG38731	P-loop containing nucleoside triphosphate hydrolase [PFAM:AAA domain]	3	3
OG38732	P-loop containing nucleoside triphosphate hydrolase [PFAM:Poxvirus A32 protein]	2	2
OG38734	Phosphatidic acid phosphatase type 2/haloperoxidase superfamily	2	3
OG38735	YbiA-like superfamily	2	3
OG389	consensus disorder prediction	38	63
OG390	consensus disorder prediction	99	201
OG39131	Coil	1	1
OG39133	consensus disorder prediction	5	5
OG39215	P-loop containing nucleoside triphosphate hydrolase [PFAM:DNA helicase Pif1, 2B domain;PIF1-like helicase]	1	1
OG39218	Coil	1	1
OG39220	Coil	1	1
OG3923	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	62	67
OG3956	FAD/NAD(P)-binding domain superfamily [PFAM:Pyridine nucleotide-disulphide oxidoreductase]	3	3
OG39616	RPB6/omega subunit-like superfamily	4	4
OG3970	Nucleic acid-binding, OB-fold [PFAM:mRNA capping enzyme, C-terminal domain;mRNA capping enzyme, catalytic domain]	17	36
OG3994	SLATT domain	3	6
OG4	P-loop containing nucleoside triphosphate hydrolase	68	111
OG4001	ATP synthase subunit alpha, N-terminal domain-like superfamily	45	45
OG40078	Coil	1	1
OG40095	consensus disorder prediction	4	5
OG401	consensus disorder prediction	5	6
OG402	Domain of unknown function DUF5899 [PFAM:Family of unknown function (DUF5899)]	90	91
OG4027	TBP domain superfamily	11	25
OG4045	Xrn1, helical domain [PFAM:XRN 5'-3' exonuclease N-terminus;Xrn1 helical domain]	38	58
OG4046	Virion membrane protein, poxvirus L1-related [PFAM:Lipid membrane protein of large eukaryotic DNA viruses]	4	7
OG40854	Cell-surface Ig-like, bacterial [PFAM:Bacterial Ig-like domain;Bacterial cadherin-like domain]	1	1
OG4118	consensus disorder prediction	7	7
OG412	consensus disorder prediction	4	6
OG4121	consensus disorder prediction	6	10
OG4124	Nucleic acid-binding, OB-fold [PFAM:ATP dependent DNA ligase domain;DNA ligase OB-like domain]	60	117
OG415	Phosphatidylinositol 3-/4-kinase, catalytic domain [PFAM:FYVE zinc finger;Phosphatidylinositol 3- and 4-kinase;Phosphoinositide 3-kinase family, accessory domain (PIK domain)]	16	30
OG41529	consensus disorder prediction	2	2
OG41534	Coil	1	1
OG41645	Nucleotidyltransferase superfamily	1	2
OG41647	Protein of unknown function DUF1963 [PFAM:Domain of unknown function (DUF1963)]	1	2
OG41648	consensus disorder prediction	4	4
OG41686	consensus disorder prediction	3	5
OG417	FAD/NAD(P)-binding domain superfamily [PFAM:NAD(P)-binding Rossmann-like domain]	4	5
OG4174	consensus disorder prediction	4	10
OG4184	Heliorhodopsin [PFAM:Heliorhodopsin]	20	20
OG4187	ERV/ALR sulfhydryl oxidase domain superfamily [PFAM:Erv1 / Alr family]	36	66
OG419	FCP1 homology domain [PFAM:NLI interacting factor-like phosphatase]	87	88
OG41908	PD-(D/E)XK endonuclease-like domain superfamily [PFAM:YqaJ-like viral recombinase domain]	2	5
OG41909	Ribosomal RNA methyltransferase, FtsJ domain [PFAM:FtsJ-like methyltransferase]	4	5
OG41912	Coil	1	1
OG4201	Cyclin-like superfamily	25	36
OG4207	Intramolecular chaperone auto-processing domain [PFAM:Chaperone of endosialidase]	3	9
OG421	consensus disorder prediction	14	15
OG4222	consensus disorder prediction	2	10
OG4225	Large-conductance mechanosensitive channel MscL	4	6
OG424	Thiamin diphosphate-binding fold [PFAM:Thiamine pyrophosphate enzyme, C-terminal TPP binding domain;Thiamine pyrophosphate enzyme, N-terminal TPP binding domain;Thiamine pyrophosphate enzyme, central domain]	68	176
OG42468	TBP domain superfamily [PFAM:Transcription factor TFIID (or TATA-binding protein, TBP)]	2	3
OG42469	Hemopexin-like domain superfamily	3	5
OG426	Thioredoxin-like superfamily	74	138
OG42601	S-adenosyl-L-methionine-dependent methyltransferase superfamily	4	5
OG42632	consensus disorder prediction	2	3
OG42741	Zinc beta-ribbon	2	5
OG4308	Virion membrane protein, poxvirus L1-related [PFAM:Lipid membrane protein of large eukaryotic DNA viruses]	9	9
OG43510	Ankyrin repeat [PFAM:Ankyrin repeat;Ankyrin repeats (3 copies);Ankyrin repeats (many copies)]	16	50
OG436	Transcription factor TFIIB [PFAM:Transcription factor TFIIB repeat]	74	85
OG4379	consensus disorder prediction	9	10
OG438	Protein kinase domain [PFAM:Protein kinase domain]	1397	1979
OG440	PD-(D/E)XK endonuclease-like domain superfamily	9	13
OG4430	Protein kinase-like domain superfamily	31	33
OG4458	consensus disorder prediction	5	5
OG448	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	7	7
OG44842	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;Ring finger domain;SNF2-related domain]	1	2
OG45180	Zinc finger, CCCH-type	1	2
OG45182	Alpha/Beta hydrolase fold [PFAM:alpha/beta hydrolase fold]	2	2
OG45183	Coil	2	2
OG45184	PAN/Apple domain [PFAM:PAN domain]	2	2
OG45185	Ribonuclease H domain [PFAM:RNase H]	20	43
OG45186	consensus disorder prediction	2	2
OG45188	Protein kinase domain [PFAM:Protein kinase domain]	1	2
OG45189	Ribonuclease III domain [PFAM:Ribonuclease III domain]	2	2
OG45190	Peptidase C1A, papain C-terminal [PFAM:Papain family cysteine protease]	2	2
OG45199	High mobility group box domain [PFAM:HMG (high mobility group) box]	1	2
OG455	consensus disorder prediction	13	13
OG4561	Virion membrane protein, poxvirus L1-related [PFAM:Lipid membrane protein of large eukaryotic DNA viruses]	25	26
OG45660	P-loop containing nucleoside triphosphate hydrolase [PFAM:Type III restriction enzyme, res subunit]	3	4
OG4599	Coil	3	3
OG46	PD-(D/E)XK endonuclease-like domain superfamily	4	9
OG4615	ATP synthase subunit alpha, N-terminal domain-like superfamily	3	7
OG462	Protein of unknown function DUF3339 [PFAM:Protein of unknown function (DUF3339)]	41	48
OG4628	consensus disorder prediction	3	3
OG46324	P-loop containing nucleoside triphosphate hydrolase [PFAM:Type III restriction enzyme, res subunit]	3	3
OG4636	Alpha-ketoacid/pyruvate dehydrogenase kinase, N-terminal domain superfamily [PFAM:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase]	7	20
OG4648	Tubulin-tyrosine ligase/Tubulin polyglutamylase [PFAM:Tubulin-tyrosine ligase family]	13	13
OG46518	TRIAD supradomain	1	3
OG467	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:mRNA (guanine-N(7))-methyltransferase domain]	43	193
OG469	Family of unknown function DUF5654 [PFAM:Family of unknown function (DUF5654)]	52	52
OG46911	P-loop containing nucleoside triphosphate hydrolase [PFAM:ATPase family associated with various cellular activities (AAA);Replication factor C C-terminal domain]	2	3
OG47015	von Willebrand factor A-like domain superfamily	1	2
OG4703	consensus disorder prediction	1	1
OG471	P-loop containing nucleoside triphosphate hydrolase	59	108
OG47193	consensus disorder prediction	1	1
OG472	RNA polymerase, RBP11-like subunit [PFAM:RNA polymerase Rpb3/Rpb11 dimerisation domain]	170	196
OG473	Poly(A) polymerase catalytic subunit [PFAM:APMV, Putative poly(A) polymerase, catalytic subunit, C-terminal;Poly(A) polymerase catalytic subunit]	98	200
OG475	Protein of unknown function DUF5871 [PFAM:Family of unknown function (DUF5871)]	72	87
OG476	Coil	1	1
OG47624	Homeobox domain [PFAM:Homeodomain]	4	4
OG47674	Ribonuclease III domain	1	4
OG47905	PIN-like domain superfamily [PFAM:XRN 5'-3' exonuclease N-terminus]	2	3
OG47906	Dihydrofolate reductase domain [PFAM:Dihydrofolate reductase;Thymidylate synthase]	2	4
OG4796	LicD family [PFAM:LicD family]	1	2
OG4797	consensus disorder prediction	13	14
OG4799	Coil	5	10
OG48	FAD/NAD(P)-binding domain superfamily [PFAM:Flavin containing amine oxidoreductase]	2	7
OG482	Thioredoxin domain [PFAM:Thioredoxin]	27	51
OG4820	NUDIX hydrolase-like domain superfamily	2	2
OG4821	Protein kinase-like domain superfamily	17	39
OG4829	DNA-directed RNA polymerase, M/15kDa subunit [PFAM:RNA polymerases M/15 Kd subunit]	10	43
OG48357	DNA-directed DNA polymerase, family B [PFAM:DNA polymerase family B;DNA polymerase family B, exonuclease domain]	4	4
OG48358	P-loop containing nucleoside triphosphate hydrolase [PFAM:SNF2-related domain]	2	4
OG48359	DNA-directed RNA polymerase, subunit beta-prime [PFAM:RNA polymerase Rpb1, domain 5]	3	4
OG48360	DNA ligase, ATP-dependent, central [PFAM:ATP dependent DNA ligase domain]	4	4
OG484	Group II dsDNA virus coat/capsid protein [PFAM:Large eukaryotic DNA virus major capsid protein;Major capsid protein N-terminus]	4	4
OG4843	Uracil-DNA glycosylase-like domain superfamily [PFAM:RNase H;Uracil DNA glycosylase superfamily]	14	52
OG487	P-loop containing nucleoside triphosphate hydrolase	111	297
OG489	Protein of unknown function DUF5850 [PFAM:Family of unknown function (DUF5850)]	86	87
OG4899	TBP domain superfamily [PFAM:Transcription factor TFIID (or TATA-binding protein, TBP)]	10	26
OG490	Protein kinase domain [PFAM:Protein kinase domain]	20	39
OG49192	Coil	1	1
OG492	Coil	111	194
OG495	P-loop containing nucleoside triphosphate hydrolase [PFAM:AAA domain (dynein-related subfamily)]	1	2
OG4974	Vaccinia virus D10, decapping enzyme [PFAM:NUDIX domain;Viral D10 N-terminal]	16	24
OG498	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	59	119
OG5	DNA topoisomerase, type IA, central [PFAM:DNA topoisomerase;Topoisomerase C-terminal repeat;Toprim domain]	157	396
OG500	Zinc finger, TFIIS-type [PFAM:Transcription factor S-II (TFIIS)]	115	143
OG5005	PD-(D/E)XK endonuclease-like domain superfamily	14	28
OG502	consensus disorder prediction	35	1099
OG503	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;Ring finger domain;SNF2-related domain]	27	62
OG504	consensus disorder prediction	1	1
OG50451	Domain of unknown function DUF4347 [PFAM:Domain of unknown function (DUF4347)]	3	3
OG50452	consensus disorder prediction	1	1
OG50454	Kringle [PFAM:Kringle domain]	3	3
OG506	Protein kinase-like domain superfamily [PFAM:ABC1 atypical kinase-like domain]	41	92
OG5073	consensus disorder prediction	14	15
OG5095	Thioredoxin domain [PFAM:Thioredoxin]	40	49
OG5115	consensus disorder prediction	4	4
OG5198	consensus disorder prediction	16	24
OG5208	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	23	23
OG52164	Coil	3	4
OG5259	Coil	4	5
OG526	Ribonuclease H-like superfamily	65	84
OG527	Zinc finger, RING-type [PFAM:Ring finger domain]	122	153
OG528	Helix-turn-helix domain [PFAM:Helix-turn-helix domain]	1	2
OG5283	consensus disorder prediction	2	2
OG5285	Coil	38	78
OG5299	Coil	11	12
OG53	Cold-shock protein, DNA-binding [PFAM:'Cold-shock' DNA-binding domain]	10	10
OG531	consensus disorder prediction	23	50
OG5311	Coil	32	35
OG533	P-loop containing nucleoside triphosphate hydrolase [PFAM:ATPase family associated with various cellular activities (AAA);Replication factor C C-terminal domain]	300	651
OG53738	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	3	3
OG5379	SET domain [PFAM:SET domain]	13	32
OG539	Heat shock protein Hsp90, N-terminal [PFAM:Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;Hsp90 protein]	49	219
OG5390	Protein of unknown function DUF6081 [PFAM:Family of unknown function (DUF6081)]	3	3
OG5401	Coil	9	12
OG541	Coil	4	10
OG5414	Protein of unknown function DUF5760 [PFAM:Family of unknown function (DUF5760)]	17	20
OG542	Protein of unknown function DUF5832 [PFAM:Family of unknown function (DUF5832)]	10	10
OG5421	consensus disorder prediction	4	7
OG5423	Protein of unknown function DUF5767 [PFAM:Family of unknown function (DUF5767)]	27	27
OG54492	IQ motif, EF-hand binding site	1	2
OG54493	ADP-ribosylation	1	3
OG54495	Coil	2	2
OG5478	Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily	1	5
OG55163	consensus disorder prediction	1	1
OG5517	consensus disorder prediction	4	4
OG5531	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	17	18
OG55355	Coil	1	1
OG55356	consensus disorder prediction	3	3
OG5584	DNA ligase/mRNA capping enzyme, catalytic domain	1	1
OG5658	Xrn1, helical domain [PFAM:XRN 5'-3' exonuclease N-terminus;Xrn1 helical domain]	28	32
OG5660	Protein of unknown function DUF378 [PFAM:Domain of unknown function (DUF378)]	20	20
OG5686	consensus disorder prediction	27	27
OG57	Protein of unknown function DUF5856 [PFAM:Family of unknown function (DUF5856)]	8	8
OG5761	ATP synthase subunit alpha, N-terminal domain-like superfamily	6	8
OG5776	Protein kinase-like domain superfamily	22	27
OG581	TATA-box binding protein-like	4	5
OG582	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily [PFAM:Phosphatidylinositol-specific phospholipase C, X domain]	16	55
OG5821	PD-(D/E)XK endonuclease-like domain superfamily [PFAM:YqaJ-like viral recombinase domain]	7	18
OG5828	consensus disorder prediction	13	21
OG5838	Helicase, C-terminal [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	4	4
OG5849	consensus disorder prediction	20	34
OG585	RPB5-like RNA polymerase subunit superfamily [PFAM:RNA polymerase Rpb5, C-terminal domain]	114	170
OG586	consensus disorder prediction	22	34
OG5860	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	1	4
OG5873	P-loop containing nucleoside triphosphate hydrolase [PFAM:ATPase family associated with various cellular activities (AAA)]	25	26
OG588	Cytidine and deoxycytidylate deaminase domain [PFAM:Cytidine and deoxycytidylate deaminase zinc-binding region]	103	105
OG59	Ribonuclease H domain [PFAM:Domain of unknown function (DUF5710);RNase H]	1	2
OG5907	Poxvirus serine/threonine kinase [PFAM:Poxvirus serine/threonine protein kinase]	8	10
OG592	Coil	36	69
OG5931	Galectin, carbohydrate recognition domain	1	1
OG5935	Peptidase M4/M1, CTD superfamily	1	1
OG5937	DNA-directed RNA polymerase, subunit 2 [PFAM:RNA polymerase Rpb2, domain 3;RNA polymerase Rpb2, domain 6;RNA polymerase Rpb2, domain 7]	1	5
OG5938	Poxvirus rifampicin-resistance [PFAM:Poxvirus rifampicin resistance protein]	11	11
OG5939	Viral late protein H2 [PFAM:Viral late protein H2]	15	15
OG5940	P-loop containing nucleoside triphosphate hydrolase [PFAM:SNF2-related domain]	2	5
OG5941	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;Nucleoside triphosphatase I C-terminal;SNF2-related domain]	10	11
OG5942	RNA polymerase Rpb1, clamp domain superfamily [PFAM:RNA polymerase Rpb1, domain 1;RNA polymerase Rpb1, domain 2;RNA polymerase Rpb1, domain 4;RNA polymerase Rpb1, domain 5]	1	5
OG5943	DNA-directed DNA polymerase, family B [PFAM:DNA polymerase family B;DNA polymerase family B exonuclease domain, N-terminal;DNA polymerase family B viral insert;DNA polymerase family B, exonuclease domain]	9	14
OG5944	P-loop containing nucleoside triphosphate hydrolase [PFAM:Poxvirus A32 protein]	5	8
OG5945	P-loop containing nucleoside triphosphate hydrolase [PFAM:Poxvirus A32 protein]	9	9
OG5946	Poxvirus A28 [PFAM:Poxvirus A28 family]	17	17
OG5947	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	7	7
OG5950	mRNA (guanine-N(7))-methyltransferase domain [PFAM:mRNA (guanine-N(7))-methyltransferase domain;mRNA capping enzyme catalytic subunit, GTase, NTPase domain;mRNA capping enzyme catalytic subunit, RNA triphosphatase domain;mRNA-capping enzyme catalytic subunit, GTase, OB fold]	7	12
OG5951	Ulp1 protease family, C-terminal catalytic domain [PFAM:Ulp1 protease family, C-terminal catalytic domain]	26	27
OG5952	P-loop containing nucleoside triphosphate hydrolase [PFAM:D5 N terminal like;Poxvirus D5 protein-like]	6	13
OG5954	ERV/ALR sulfhydryl oxidase domain superfamily [PFAM:E10-like protein conserved region]	6	12
OG5956	Poxvirus early transcription factor, large subunit [PFAM:Poxvirus early transcription factor (VETF), large subunit]	8	8
OG5958	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;Type III restriction enzyme, res subunit]	17	24
OG5965	Pox virus entry-fusion-complex G9/A16 [PFAM:Pox virus entry-fusion-complex G9/A16]	22	22
OG5966	P-loop containing nucleoside triphosphate hydrolase [PFAM:DEAD/DEAH box helicase;Helicase conserved C-terminal domain;RNA helicase NPH-II]	9	20
OG5977	DNA clamp superfamily	7	8
OG5980	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	3	5
OG599	RNA polymerase Rpb7-like, N-terminal domain superfamily	99	164
OG5995	Poxvirus intermediate transcription factor [PFAM:Poxvirus intermediate transcription factor]	17	17
OG6	Domain of unknown function DUF5899 [PFAM:Family of unknown function (DUF5899)]	315	620
OG600	Concanavalin A-like lectin/glucanase domain superfamily	105	162
OG6000	Poxvirus L3/FP4 [PFAM:Poxvirus L3/FP4 protein]	21	21
OG6015	consensus disorder prediction	4	4
OG6024	Coil	5	6
OG6041	Intramolecular chaperone auto-processing domain [PFAM:Chaperone of endosialidase]	4	8
OG6092	HAD superfamily [PFAM:HAD superfamily, subfamily IIIB (Acid phosphatase)]	3	6
OG6099	Ribonuclease H-like superfamily [PFAM:Poxvirus A22 protein]	9	14
OG6114	Pox virus entry-fusion-complex G9/A16 [PFAM:Pox virus entry-fusion-complex G9/A16]	14	14
OG6117	consensus disorder prediction	6	8
OG612	Cyclin-like superfamily [PFAM:Transcription factor TFIIB repeat]	43	84
OG6129	Poxvirus mRNA capping enzyme, small subunit [PFAM:Poxvirus mRNA capping enzyme, small subunit]	5	10
OG613	Domain of unknown function DUF3152 [PFAM:Protein of unknown function (DUF3152)]	6	8
OG6142	UDP-glucose/GDP-mannose dehydrogenase, N-terminal [PFAM:UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain;UDP-glucose/GDP-mannose dehydrogenase family, central domain]	19	76
OG615	Tubulin-tyrosine ligase/Tubulin polyglutamylase [PFAM:Tubulin-tyrosine ligase family]	5	5
OG6173	S1/P1 nuclease [PFAM:S1/P1 Nuclease]	4	4
OG62	RPB6/omega subunit-like superfamily [PFAM:RNA polymerase Rpb6]	39	57
OG6204	S-adenosyl-L-methionine-dependent methyltransferase superfamily [PFAM:Poly A polymerase regulatory subunit]	6	10
OG6208	Poly(A) polymerase catalytic subunit, Poxvirus [PFAM:Poxvirus poly(A) polymerase C-terminal domain;Poxvirus poly(A) polymerase N-terminal domain;Poxvirus poly(A) polymerase nucleotidyltransferase domain]	10	13
OG621	TBP domain superfamily	59	163
OG6225	Coil	25	27
OG623	Peptidase S1C [PFAM:Trypsin-like peptidase domain]	4	7
OG624	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	71	118
OG6246	Poxvirus A11 [PFAM:Poxvirus A11 Protein]	16	17
OG6248	RNA polymerase-associated transcription specificity factor Rap94 [PFAM:RNA polymerase-associated transcription specificity factor, Rap94]	10	10
OG6258	consensus disorder prediction	13	18
OG626	Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily [PFAM:2OG-Fe(II) oxygenase superfamily]	3	4
OG6276	Coil	1	1
OG628	Major core protein 4b [PFAM:Poxvirus P4B major core protein]	106	148
OG6292	Virion membrane protein, poxvirus L1-related [PFAM:Lipid membrane protein of large eukaryotic DNA viruses]	23	23
OG6305	NUDIX hydrolase-like domain superfamily	14	36
OG634	DNA clamp superfamily [PFAM:Proliferating cell nuclear antigen, C-terminal domain;Proliferating cell nuclear antigen, N-terminal domain]	13	17
OG6348	E3 ubiquitin ligase RBR family	1	2
OG6366	Acyl-CoA N-acyltransferase [PFAM:Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain]	4	7
OG6367	Berberine/berberine-like [PFAM:Berberine and berberine like;FAD binding domain]	1	2
OG637	Glycogen Phosphorylase B;	47	95
OG6383	Pox virus entry-fusion-complex G9/A16 [PFAM:Pox virus entry-fusion-complex G9/A16]	22	22
OG6389	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family [PFAM:Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family]	13	21
OG6396	Poxvirus VP8/L4R, nucleic acid binding [PFAM:Poxvirus nucleic acid binding protein VP8/L4R]	11	11
OG640	FCP1 homology domain [PFAM:NLI interacting factor-like phosphatase]	84	154
OG646	DNA ligase/mRNA capping enzyme	122	310
OG647	CDP-alcohol phosphatidyltransferase, transmembrane domain [PFAM:CDP-alcohol phosphatidyltransferase]	5	11
OG650	consensus disorder prediction	144	157
OG658	Protein of unknown function DUF2738 [PFAM:Protein of unknown function (DUF2738)]	80	81
OG6672	consensus disorder prediction	4	4
OG6674	Papain-like cysteine peptidase superfamily [PFAM:Vaccinia virus I7 processing peptidase]	5	9
OG6685	Poxvirus G5 [PFAM:Poxvirus G5 protein]	27	27
OG6702	Poxvirus D3 [PFAM:Chordopoxvirinae D3 protein]	21	21
OG6705	P-loop containing nucleoside triphosphate hydrolase [PFAM:Guanylate-binding protein, C-terminal domain;Guanylate-binding protein, N-terminal domain]	57	150
OG677	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL) [PFAM:tRNA synthetases class II (D, K and N)]	6	6
OG679	consensus disorder prediction	3	3
OG6794	Major core protein 4b [PFAM:Poxvirus P4B major core protein]	9	9
OG6795	DNA-directed RNA polymerase, 18kDa subunit, poxviral [PFAM:Poxvirus DNA-directed RNA polymerase, 18 kD subunit]	6	6
OG6796	Poxvirus I1 [PFAM:Poxvirus protein I1]	8	8
OG6799	DNA-directed RNA polymerase, 19kDa subunit, poxviral [PFAM:Poxvirus DNA-directed RNA polymerase 19 kDa subunit]	17	17
OG68	Peptidase C1A, papain C-terminal [PFAM:Cathepsin propeptide inhibitor domain (I29);Papain family cysteine protease]	135	155
OG6804	Uracil-DNA glycosylase-like domain superfamily	7	9
OG6813	DNA-directed RNA polymerase, 35kDa subunit, poxviral [PFAM:Poxvirus DNA-directed RNA polymerase, 35 kD subunit]	16	17
OG6818	Poxvirus VLTF2, trans-activator [PFAM:MYM-type Zinc finger with FCS sequence motif;Poxvirus trans-activator protein A1 C-terminal]	11	14
OG6832	Viral trans-activator protein [PFAM:Viral Trans-Activator Protein]	5	5
OG6833	Peptidase M44, metalloendopeptidase G1 [PFAM:Metallopeptidase from vaccinia pox]	18	18
OG6848	Poxvirus A6 [PFAM:Poxvirus A6 protein]	14	15
OG6887	OTU domain	10	16
OG6948	Zinc finger, TFIIS-type [PFAM:Poxvirus DNA dependent RNA polymerase 30kDa subunit;Transcription factor S-II (TFIIS)]	13	13
OG697	ATP synthase subunit alpha, N-terminal domain-like superfamily	104	132
OG698	Aspartyl/Asparaginyl-tRNA synthetase, class IIb [PFAM:OB-fold nucleic acid binding domain;tRNA synthetases class II (D, K and N)]	513	3141
OG70	Autophagy protein Atg8 ubiquitin-like [PFAM:Autophagy protein Atg8 ubiquitin like]	7	9
OG700	Isoprenoid synthase domain superfamily [PFAM:Polyprenyl synthetase]	54	98
OG706	consensus disorder prediction	70	94
OG7105	Phospholipase D/Transphosphatidylase [PFAM:PLD-like domain;Phospholipase D Active site motif]	7	12
OG7106	DNA-directed RNA polymerase, 7kDa polypeptide, chordopoxviral [PFAM:Chordopoxvirus DNA-directed RNA polymerase 7 kDa polypeptide (RPO7)]	3	3
OG7107	Poxvirus G7-like [PFAM:Poxvirus G7-like]	17	17
OG7108	VITF-3 subunit protein [PFAM:VITF-3 subunit protein]	12	12
OG7109	Poxvirus P4A [PFAM:Poxvirus P4A protein]	13	13
OG7110	Poxvirus A14, virion envelope [PFAM:Poxvirus virion envelope protein A14]	15	15
OG7111	Poxvirus F5/Telomere-binding protein I6 domain [PFAM:Poxvirus I6-like family;Poxvirus telomere-binding protein I6, C-terminal domain]	8	19
OG7112	Poxvirus E8 [PFAM:Poxvirus E8 protein]	9	9
OG7113	Pox virus E6 protein [PFAM:Pox virus E6 protein]	10	10
OG7114	Poxvirus J1 [PFAM:Poxvirus J1 protein]	15	15
OG712	P-loop containing nucleoside triphosphate hydrolase [PFAM:Helicase conserved C-terminal domain;SNF2-related domain]	2	3
OG7121	Chordopoxvirus G2 [PFAM:Chordopoxvirus protein G2]	20	20
OG7123	Poxvirus P35 [PFAM:Poxvirus P35 protein]	22	22
OG7125	Poxvirus A2.5L [PFAM:Poxvirus A3L Protein]	13	13
OG7135	Poxvirus E2 [PFAM:Poxviridae protein]	13	21
OG7138	Poxvirus F12L [PFAM:Poxvirus F12L protein]	21	21
OG714	Coil	2	2
OG7143	Glutaredoxin-like [PFAM:Glutaredoxin-like domain (DUF836)]	9	15
OG7176	Poxvirus Virion membrane protein OPG144 precursor [PFAM:Poxvirus P21 membrane protein]	16	16
OG7177	Poxvirus I3 ssDNA-binding [PFAM:Poxvirus I3 ssDNA-binding protein]	20	20
OG7201	EGF-like domain	2	4
OG7279	Poxvirus A9 [PFAM:A9 protein conserved region]	12	12
OG7282	Poxvirus L5 [PFAM:Poxvirus L5 protein family]	18	18
OG7298	Heliorhodopsin [PFAM:Heliorhodopsin]	63	63
OG7353	Chordopoxvirus A30L [PFAM:Chordopoxvirus A30L protein]	14	15
OG736	Protein of unknown function DUF5891 [PFAM:Family of unknown function (DUF5891)]	6	6
OG7362	Alpha/Beta hydrolase fold [PFAM:Serine hydrolase (FSH1)]	10	10
OG741	P-loop containing nucleoside triphosphate hydrolase [PFAM:DEAD/DEAH box helicase]	40	41
OG7417	consensus disorder prediction	3	3
OG742	Zinc finger, TFIIS-type [PFAM:Transcription factor S-II (TFIIS)]	150	153
OG7460	Poxvirus A12 [PFAM:Poxvirus A12 protein]	23	23
OG7462	Chordopoxvirus A20R [PFAM:Chordopoxvirus A20R protein]	18	18
OG7481	Pox virus D2 protein [PFAM:Pox virus D2 protein]	21	21
OG7494	Poxvirus A19 [PFAM:Protein of unknown function (DUF678)]	12	12
OG7502	Domain of unknown function DUF5899 [PFAM:Family of unknown function (DUF5899)]	24	24
